ShareID,PostID,UserID,Timestamp
"SHARE-82","50265","2079","2025-01-31 08:32:15"
"SHARE-83","50266","1645","2025-01-13 16:20:54"
"SHARE-84","50266","1867","2025-01-13 16:20:54"
"SHARE-85","50266","2503","2025-01-15 16:20:54"
"SHARE-86","50266","1277","2025-01-13 16:20:54"
"SHARE-87","50268","2503","2024-05-22 20:25:29"
"SHARE-88","50268","2958","2024-05-22 20:25:29"
"SHARE-89","50268","2872","2024-05-25 20:25:29"
"SHARE-90","50287","2082","2024-02-23 00:16:07"
"SHARE-91","50287","1503","2024-02-23 00:16:07"
"SHARE-92","50287","1337","2024-02-23 00:16:07"
"SHARE-93","50302","2769","2025-04-26 09:54:00"
"SHARE-94","50302","1986","2025-04-25 09:54:00"
"SHARE-95","50302","2994","2025-04-25 09:54:00"
"SHARE-96","50308","1327","2025-02-05 14:32:27"
"SHARE-97","50308","2295","2025-02-06 14:32:27"
"SHARE-98","50330","2549","2024-11-06 13:58:01"
"SHARE-99","50330","2343","2024-11-06 13:58:01"
"SHARE-100","50332","2158","2024-12-13 15:07:17"
"SHARE-101","50332","2472","2024-12-11 15:07:17"
"SHARE-102","50332","1469","2024-12-11 15:07:17"
"SHARE-103","50332","1496","2024-12-11 15:07:17"
"SHARE-104","50332","2049","2024-12-14 15:07:17"
"SHARE-105","50342","2126","2024-02-02 13:07:40"
"SHARE-106","50342","1300","2024-01-31 13:07:40"
"SHARE-107","50342","1789","2024-02-02 13:07:40"
"SHARE-108","50362","1258","2025-09-18 13:24:58"
"SHARE-109","50362","2766","2025-09-18 13:24:58"
"SHARE-110","50362","1411","2025-09-17 13:24:58"
"SHARE-111","50363","2229","2024-09-25 04:31:39"
"SHARE-112","50363","2702","2024-09-27 04:31:39"
"SHARE-113","50363","1234","2024-09-23 04:31:39"
"SHARE-114","50364","1262","2024-05-17 09:02:49"
"SHARE-115","50372","1993","2024-09-16 08:23:40"
"SHARE-116","50372","2767","2024-09-16 08:23:40"
"SHARE-117","50372","2393","2024-09-18 08:23:40"
"SHARE-118","50392","2920","2024-10-08 17:35:21"
"SHARE-119","50392","1242","2024-10-11 17:35:21"
"SHARE-120","50392","2497","2024-10-11 17:35:21"
"SHARE-121","50392","1147","2024-10-10 17:35:21"
"SHARE-122","50392","2959","2024-10-08 17:35:21"
"SHARE-123","50398","2064","2024-09-08 14:35:42"
"SHARE-124","50398","2517","2024-09-11 14:35:42"
"SHARE-125","50398","2040","2024-09-10 14:35:42"
"SHARE-126","50398","1480","2024-09-10 14:35:42"
"SHARE-127","50398","2589","2024-09-09 14:35:42"
"SHARE-128","50401","2562","2024-01-03 15:10:23"
"SHARE-129","50404","2585","2024-10-25 05:50:23"
"SHARE-130","50404","1774","2024-10-28 05:50:23"
"SHARE-131","50410","1879","2025-01-28 08:08:54"
"SHARE-132","50410","2366","2025-01-31 08:08:54"
"SHARE-133","50410","2679","2025-01-29 08:08:54"
"SHARE-134","50418","2766","2024-02-29 02:37:24"
"SHARE-135","50418","1132","2024-03-02 02:37:24"
"SHARE-136","50418","2361","2024-03-01 02:37:24"
"SHARE-137","50418","1352","2024-02-28 02:37:24"
"SHARE-138","50418","2698","2024-02-27 02:37:24"
"SHARE-139","50424","2172","2025-01-18 18:12:25"
"SHARE-140","50424","2438","2025-01-19 18:12:25"
"SHARE-141","50424","1005","2025-01-19 18:12:25"
"SHARE-142","50436","2964","2025-07-28 05:36:35"
"SHARE-143","50439","2712","2024-06-14 05:54:32"
"SHARE-144","50439","2268","2024-06-17 05:54:32"
"SHARE-145","50440","2806","2025-08-12 01:28:32"
"SHARE-146","50440","2047","2025-08-13 01:28:32"
"SHARE-147","50446","1091","2025-03-13 15:15:27"
"SHARE-148","50446","1585","2025-03-13 15:15:27"
"SHARE-149","50446","1149","2025-03-14 15:15:27"
"SHARE-150","50446","2181","2025-03-11 15:15:27"
"SHARE-151","50446","1825","2025-03-13 15:15:27"
"SHARE-152","50448","1532","2024-08-25 02:49:43"
"SHARE-153","50448","1095","2024-08-26 02:49:43"
"SHARE-154","50448","1926","2024-08-29 02:49:43"
"SHARE-155","50448","1408","2024-08-27 02:49:43"
"SHARE-156","50463","1915","2025-07-08 00:09:06"
"SHARE-157","50463","1964","2025-07-10 00:09:06"
"SHARE-158","50463","1546","2025-07-08 00:09:06"
"SHARE-159","50463","1585","2025-07-12 00:09:06"
"SHARE-160","50463","1467","2025-07-10 00:09:06"
"SHARE-161","50468","2439","2024-05-15 04:51:46"
"SHARE-162","50468","1833","2024-05-15 04:51:46"
"SHARE-163","50468","2014","2024-05-15 04:51:46"
"SHARE-164","50470","2768","2024-06-29 15:50:45"
"SHARE-165","50470","2904","2024-06-28 15:50:45"
"SHARE-166","50470","2569","2024-06-26 15:50:45"
"SHARE-167","50498","1586","2025-03-30 22:32:27"
"SHARE-168","50516","2136","2024-01-05 13:31:02"
"SHARE-169","50516","1042","2024-01-05 13:31:02"
"SHARE-170","50516","1307","2024-01-02 13:31:02"
"SHARE-171","50516","2694","2024-01-03 13:31:02"
"SHARE-172","50516","1737","2024-01-01 13:31:02"
"SHARE-173","50544","1743","2024-10-05 17:55:32"
"SHARE-174","50544","2437","2024-10-06 17:55:32"
"SHARE-175","50544","1418","2024-10-09 17:55:32"
"SHARE-176","50544","2901","2024-10-07 17:55:32"
"SHARE-177","50544","2647","2024-10-08 17:55:32"
"SHARE-178","50560","1176","2025-09-10 05:18:41"
"SHARE-179","50560","1955","2025-09-07 05:18:41"
"SHARE-180","50586","1488","2024-05-09 01:53:54"
"SHARE-181","50586","2275","2024-05-07 01:53:54"
"SHARE-182","50586","1808","2024-05-05 01:53:54"
"SHARE-183","50614","1611","2025-06-26 20:44:12"
"SHARE-184","50614","2709","2025-06-27 20:44:12"
"SHARE-185","50614","2947","2025-06-30 20:44:12"
"SHARE-186","50614","2657","2025-06-30 20:44:12"
"SHARE-187","50614","1053","2025-06-28 20:44:12"
"SHARE-188","50625","2274","2024-10-20 19:06:23"
"SHARE-189","50625","2415","2024-10-22 19:06:23"
"SHARE-190","50625","2851","2024-10-22 19:06:23"
"SHARE-191","50625","1786","2024-10-20 19:06:23"
"SHARE-192","50625","2663","2024-10-20 19:06:23"
"SHARE-193","50629","1091","2024-02-21 06:40:41"
"SHARE-194","50631","1306","2025-04-30 13:21:54"
"SHARE-195","50631","2963","2025-05-04 13:21:54"
"SHARE-196","50631","2861","2025-05-03 13:21:54"
"SHARE-197","50635","1322","2024-08-03 07:06:19"
"SHARE-198","50635","1742","2024-08-04 07:06:19"
"SHARE-199","50635","1150","2024-08-02 07:06:19"
"SHARE-200","50635","2768","2024-08-02 07:06:19"
"SHARE-201","50635","2456","2024-08-04 07:06:19"
"SHARE-202","50641","2614","2024-04-15 15:01:49"
"SHARE-203","50641","1545","2024-04-17 15:01:49"
"SHARE-204","50641","1238","2024-04-15 15:01:49"
"SHARE-205","50641","1777","2024-04-16 15:01:49"
"SHARE-206","50641","2189","2024-04-19 15:01:49"
"SHARE-207","50645","2318","2024-11-13 16:23:12"
"SHARE-208","50645","2488","2024-11-13 16:23:12"
"SHARE-209","50664","1900","2025-01-22 12:42:57"
"SHARE-210","50686","1047","2024-12-29 11:50:54"
"SHARE-211","50693","2444","2024-04-27 03:44:19"
"SHARE-212","50699","1431","2025-07-14 14:50:13"
"SHARE-213","50713","1853","2024-04-12 19:39:27"
"SHARE-214","50730","2189","2024-06-30 23:12:04"
"SHARE-215","50730","1147","2024-07-02 23:12:04"
"SHARE-216","50736","2197","2024-09-21 08:23:03"
"SHARE-217","50736","2707","2024-09-20 08:23:03"
"SHARE-218","50736","2368","2024-09-21 08:23:03"
"SHARE-219","50737","1207","2025-06-25 04:35:38"
"SHARE-220","50737","1990","2025-06-24 04:35:38"
"SHARE-221","50737","1819","2025-06-22 04:35:38"
"SHARE-222","50737","2365","2025-06-25 04:35:38"
"SHARE-223","50737","2822","2025-06-21 04:35:38"
"SHARE-224","50743","2488","2025-02-17 10:41:09"
"SHARE-225","50743","1456","2025-02-14 10:41:09"
"SHARE-226","50752","1217","2025-05-31 15:25:40"
"SHARE-227","50752","2724","2025-05-28 15:25:40"
"SHARE-228","50752","1982","2025-06-01 15:25:40"
"SHARE-229","50759","1847","2024-11-10 23:53:43"
"SHARE-230","50769","1111","2024-06-14 22:30:47"
"SHARE-231","50769","2098","2024-06-16 22:30:47"
"SHARE-232","50769","1116","2024-06-15 22:30:47"
"SHARE-233","50769","1397","2024-06-16 22:30:47"
"SHARE-234","50769","2747","2024-06-16 22:30:47"
"SHARE-235","50772","2936","2025-08-01 02:29:16"
"SHARE-236","50772","1013","2025-08-02 02:29:16"
"SHARE-237","50794","1936","2024-11-06 05:36:22"
"SHARE-238","50794","1071","2024-11-05 05:36:22"
"SHARE-239","50794","2488","2024-11-08 05:36:22"
"SHARE-240","50794","1439","2024-11-08 05:36:22"
"SHARE-241","50794","2363","2024-11-07 05:36:22"
"SHARE-242","50795","2427","2024-03-09 01:37:14"
"SHARE-243","50804","2052","2025-05-10 08:23:59"
"SHARE-244","50804","1632","2025-05-08 08:23:59"
"SHARE-245","50804","1308","2025-05-08 08:23:59"
"SHARE-246","50804","2777","2025-05-11 08:23:59"
"SHARE-247","50817","1535","2025-09-04 18:00:00"
"SHARE-248","50817","1443","2025-09-04 18:00:00"
"SHARE-249","50817","1765","2025-09-05 18:00:00"
"SHARE-250","50817","2504","2025-09-01 18:00:00"
"SHARE-251","50824","2953","2025-03-05 15:35:48"
"SHARE-252","50824","2162","2025-03-08 15:35:48"
"SHARE-253","50824","2049","2025-03-07 15:35:48"
"SHARE-254","50824","2447","2025-03-06 15:35:48"
"SHARE-255","50824","1317","2025-03-07 15:35:48"
"SHARE-256","50834","1299","2024-03-13 19:45:10"
"SHARE-257","50834","2186","2024-03-11 19:45:10"
"SHARE-258","50834","1661","2024-03-11 19:45:10"
"SHARE-259","50834","1357","2024-03-09 20:45:10"
"SHARE-260","50840","1350","2025-08-26 19:51:33"
"SHARE-261","50840","2794","2025-08-24 19:51:33"
"SHARE-262","50840","1157","2025-08-26 19:51:33"
"SHARE-263","50843","1234","2025-04-12 18:24:36"
"SHARE-264","50843","2785","2025-04-10 18:24:36"
"SHARE-265","50843","1895","2025-04-12 18:24:36"
"SHARE-266","50855","2605","2024-09-08 06:38:58"
"SHARE-267","50855","2334","2024-09-09 06:38:58"
"SHARE-268","50864","2885","2024-03-11 08:12:19"
"SHARE-269","50864","2492","2024-03-11 08:12:19"
"SHARE-270","50864","1365","2024-03-12 08:12:19"
"SHARE-271","50864","1872","2024-03-11 08:12:19"
"SHARE-272","50872","1114","2024-04-04 17:29:14"
"SHARE-273","50872","1644","2024-04-02 17:29:14"
"SHARE-274","50891","1893","2024-09-06 17:53:45"
"SHARE-275","50891","1151","2024-09-08 17:53:45"
"SHARE-276","50891","2591","2024-09-07 17:53:45"
"SHARE-277","50891","2531","2024-09-06 17:53:45"
"SHARE-278","50892","2931","2024-07-23 12:50:27"
"SHARE-279","50892","2298","2024-07-25 12:50:27"
"SHARE-280","50899","1196","2024-01-05 11:38:27"
"SHARE-281","50899","2589","2024-01-08 11:38:27"
"SHARE-282","50899","2217","2024-01-07 11:38:27"
"SHARE-283","50902","1422","2025-01-05 22:08:16"
"SHARE-284","50902","2003","2025-01-05 22:08:16"
"SHARE-285","50906","2780","2025-09-12 19:48:35"
"SHARE-286","50946","1735","2024-06-12 10:22:41"
"SHARE-287","50946","2773","2024-06-09 10:22:41"
"SHARE-288","50966","1781","2025-01-28 20:15:55"
"SHARE-289","50980","1070","2024-08-27 17:38:58"
"SHARE-290","50980","2479","2024-08-28 17:38:58"
"SHARE-291","50980","1493","2024-08-27 17:38:58"
"SHARE-292","50990","1432","2025-05-05 09:50:39"
"SHARE-293","50990","1577","2025-05-07 09:50:39"
"SHARE-294","50990","1845","2025-05-05 09:50:39"
"SHARE-295","50990","1200","2025-05-08 09:50:39"
"SHARE-296","50990","2332","2025-05-09 09:50:39"
"SHARE-297","51014","1799","2025-05-26 22:51:21"
"SHARE-298","51014","1633","2025-05-24 22:51:21"
"SHARE-299","51019","2184","2024-03-14 18:24:29"
"SHARE-300","51019","2086","2024-03-13 18:24:29"
"SHARE-301","51019","2151","2024-03-15 18:24:29"
"SHARE-302","51024","2653","2024-08-11 17:05:33"
"SHARE-303","51024","1319","2024-08-07 17:05:33"
"SHARE-304","51024","2585","2024-08-09 17:05:33"
"SHARE-305","51024","1541","2024-08-10 17:05:33"
"SHARE-306","51024","1999","2024-08-07 17:05:33"
"SHARE-307","51033","2624","2024-10-06 05:42:58"
"SHARE-308","51033","2260","2024-10-04 05:42:58"
"SHARE-309","51033","2497","2024-10-07 05:42:58"
"SHARE-310","51033","1302","2024-10-03 05:42:58"
"SHARE-311","51040","2092","2025-03-30 01:00:08"
"SHARE-312","51040","2666","2025-04-03 01:00:08"
"SHARE-313","51040","2631","2025-04-01 01:00:08"
"SHARE-314","51040","1244","2025-04-01 01:00:08"
"SHARE-315","51040","2699","2025-03-31 01:00:08"
"SHARE-316","51042","2206","2024-04-05 08:46:20"
"SHARE-317","51042","2070","2024-04-08 08:46:20"
"SHARE-318","51050","1657","2024-02-25 12:16:37"
"SHARE-319","51050","2730","2024-02-29 12:16:37"
"SHARE-320","51050","1640","2024-02-27 12:16:37"
"SHARE-321","51050","1076","2024-02-27 12:16:37"
"SHARE-322","51050","1706","2024-02-25 12:16:37"
"SHARE-323","51056","1791","2024-06-10 12:24:37"
"SHARE-324","51056","1742","2024-06-06 12:24:37"
"SHARE-325","51056","2222","2024-06-07 12:24:37"
"SHARE-326","51108","1094","2024-11-06 01:26:24"
"SHARE-327","51108","1005","2024-11-05 01:26:24"
"SHARE-328","51145","2634","2024-12-13 12:28:31"
"SHARE-329","51145","1051","2024-12-10 12:28:31"
"SHARE-330","51145","1247","2024-12-10 12:28:31"
"SHARE-331","51147","2123","2024-12-21 09:04:05"
"SHARE-332","51149","2164","2024-06-18 21:05:19"
"SHARE-333","51158","1835","2024-04-26 22:53:19"
"SHARE-334","51162","2841","2025-07-27 15:45:28"
"SHARE-335","51162","2259","2025-07-26 15:45:28"
"SHARE-336","51162","1805","2025-07-29 15:45:28"
"SHARE-337","51176","2566","2025-03-29 03:12:42"
"SHARE-338","51176","1606","2025-03-27 03:12:42"
"SHARE-339","51176","1085","2025-03-27 03:12:42"
"SHARE-340","51176","2106","2025-03-31 03:12:42"
"SHARE-341","51188","2615","2025-10-27 17:39:21"
"SHARE-342","51188","2577","2025-10-29 17:39:21"
"SHARE-343","51188","2939","2025-10-26 17:39:21"
"SHARE-344","51188","1721","2025-10-28 17:39:21"
"SHARE-345","51188","1954","2025-10-27 17:39:21"
"SHARE-346","51203","1086","2025-11-05 00:10:14"
"SHARE-347","51204","1647","2024-03-15 04:28:36"
"SHARE-348","51205","2417","2025-11-11 06:03:31"
"SHARE-349","51205","2207","2025-11-09 06:03:31"
"SHARE-350","51205","2917","2025-11-08 06:03:31"
"SHARE-351","51205","1528","2025-11-10 06:03:31"
"SHARE-352","51218","1422","2025-07-20 11:53:45"
"SHARE-353","51218","2743","2025-07-19 11:53:45"
"SHARE-354","51218","1262","2025-07-21 11:53:45"
"SHARE-355","51218","2395","2025-07-20 11:53:45"
"SHARE-356","51219","2081","2025-01-17 07:53:22"
"SHARE-357","51219","2647","2025-01-15 07:53:22"
"SHARE-358","51219","2923","2025-01-18 07:53:22"
"SHARE-359","51219","2544","2025-01-16 07:53:22"
"SHARE-360","51226","2027","2024-01-15 17:35:36"
"SHARE-361","51227","1468","2024-08-29 10:39:38"
"SHARE-362","51227","1594","2024-08-31 10:39:38"
"SHARE-363","51273","2755","2024-06-30 17:34:54"
"SHARE-364","51273","2583","2024-07-01 17:34:54"
"SHARE-365","51273","1286","2024-07-01 17:34:54"
"SHARE-366","51273","1801","2024-06-30 17:34:54"
"SHARE-367","51273","1292","2024-07-04 17:34:54"
"SHARE-368","51274","1938","2025-01-02 14:07:44"
"SHARE-369","51274","2241","2025-01-02 14:07:44"
"SHARE-370","51274","2399","2025-01-01 14:07:44"
"SHARE-371","51277","1324","2025-08-05 05:24:36"
"SHARE-372","51280","1831","2025-04-19 13:40:47"
"SHARE-373","51280","1266","2025-04-19 13:40:47"
"SHARE-374","51280","2517","2025-04-22 13:40:47"
"SHARE-375","51280","2777","2025-04-18 13:40:47"
"SHARE-376","51281","1628","2025-07-27 16:27:19"
"SHARE-377","51281","2510","2025-07-26 16:27:19"
"SHARE-378","51293","2393","2024-04-18 14:36:58"
"SHARE-379","51293","2541","2024-04-18 14:36:58"
"SHARE-380","51293","2897","2024-04-15 14:36:58"
"SHARE-381","51293","2742","2024-04-17 14:36:58"
"SHARE-382","51293","2749","2024-04-17 14:36:58"
"SHARE-383","51304","1808","2025-04-03 13:00:53"
"SHARE-384","51304","2783","2025-04-03 13:00:53"
"SHARE-385","51304","2411","2025-04-03 13:00:53"
"SHARE-386","51304","1160","2025-04-03 13:00:53"
"SHARE-387","51309","2240","2024-09-03 20:32:37"
"SHARE-388","51309","2891","2024-09-02 20:32:37"
"SHARE-389","51309","2950","2024-09-05 20:32:37"
"SHARE-390","51309","1705","2024-09-01 20:32:37"
"SHARE-391","51309","2260","2024-09-02 20:32:37"
"SHARE-392","51311","2759","2024-11-30 12:47:35"
"SHARE-393","51311","1170","2024-11-27 12:47:35"
"SHARE-394","51311","2500","2024-11-28 12:47:35"
"SHARE-395","51311","1344","2024-11-27 12:47:35"
"SHARE-396","51314","1643","2025-04-10 08:57:44"
"SHARE-397","51320","2261","2024-11-19 12:07:04"
"SHARE-398","51320","2145","2024-11-19 12:07:04"
"SHARE-399","51320","2914","2024-11-16 12:07:04"
"SHARE-400","51320","1839","2024-11-16 12:07:04"
"SHARE-401","51320","1195","2024-11-15 12:07:04"
"SHARE-402","51330","1690","2024-06-05 09:25:32"
"SHARE-403","51330","2238","2024-06-05 09:25:32"
"SHARE-404","51330","2609","2024-06-05 09:25:32"
"SHARE-405","51330","1035","2024-06-03 09:25:32"
"SHARE-406","51342","1773","2024-05-10 00:48:41"
"SHARE-407","51342","2258","2024-05-09 00:48:41"
"SHARE-408","51342","1249","2024-05-07 00:48:41"
"SHARE-409","51355","2000","2025-10-27 10:52:45"
"SHARE-410","51355","2925","2025-10-27 10:52:45"
"SHARE-411","51355","1333","2025-10-25 10:52:45"
"SHARE-412","51355","2483","2025-10-26 10:52:45"
"SHARE-413","51355","1330","2025-10-25 10:52:45"
"SHARE-414","51362","2305","2025-06-10 01:23:39"
"SHARE-415","51362","1236","2025-06-12 01:23:39"
"SHARE-416","51362","2267","2025-06-13 01:23:39"
"SHARE-417","51362","2169","2025-06-11 01:23:39"
"SHARE-418","51363","1767","2024-12-12 05:01:28"
"SHARE-419","51363","1050","2024-12-13 05:01:28"
"SHARE-420","51363","2833","2024-12-15 05:01:28"
"SHARE-421","51363","2576","2024-12-11 05:01:28"
"SHARE-422","51364","2156","2024-09-14 08:21:25"
"SHARE-423","51364","2040","2024-09-14 08:21:25"
"SHARE-424","51364","1795","2024-09-14 08:21:25"
"SHARE-425","51364","2464","2024-09-12 08:21:25"
"SHARE-426","51364","2916","2024-09-14 08:21:25"
"SHARE-427","51378","1143","2025-08-30 05:40:53"
"SHARE-428","51378","1855","2025-08-29 05:40:53"
"SHARE-429","51378","1685","2025-08-28 05:40:53"
"SHARE-430","51378","2516","2025-08-31 05:40:53"
"SHARE-431","51378","1052","2025-08-28 05:40:53"
"SHARE-432","51395","1865","2025-05-31 01:10:15"
"SHARE-433","51409","1129","2025-09-11 15:22:17"
"SHARE-434","51409","2214","2025-09-10 15:22:17"
"SHARE-435","51409","2990","2025-09-08 15:22:17"
"SHARE-436","51409","1348","2025-09-10 15:22:17"
"SHARE-437","51409","2190","2025-09-10 15:22:17"
"SHARE-438","51418","1744","2024-03-21 22:28:56"
"SHARE-439","51423","2279","2024-02-27 09:41:44"
"SHARE-440","51423","1846","2024-02-27 09:41:44"
"SHARE-441","51423","2345","2024-02-23 09:41:44"
"SHARE-442","51423","1740","2024-02-25 09:41:44"
"SHARE-443","51426","1278","2024-07-11 21:16:41"
"SHARE-444","51431","1244","2024-06-23 22:51:01"
"SHARE-445","51431","2589","2024-06-21 22:51:01"
"SHARE-446","51448","1963","2024-03-13 11:34:19"
"SHARE-447","51448","1527","2024-03-15 11:34:19"
"SHARE-448","51448","2494","2024-03-13 11:34:19"
"SHARE-449","51469","2455","2024-06-18 23:51:15"
"SHARE-450","51483","2207","2024-03-10 21:58:25"
"SHARE-451","51483","1844","2024-03-09 22:58:25"
"SHARE-452","51483","1217","2024-03-08 22:58:25"
"SHARE-453","51492","2138","2025-02-10 23:36:59"
"SHARE-454","51492","1255","2025-02-09 23:36:59"
"SHARE-455","51492","1522","2025-02-09 23:36:59"
"SHARE-456","51492","2970","2025-02-12 23:36:59"
"SHARE-457","51492","1552","2025-02-08 23:36:59"
"SHARE-458","51493","2767","2025-06-02 05:18:59"
"SHARE-459","51493","1429","2025-06-02 05:18:59"
"SHARE-460","51493","1483","2025-06-01 05:18:59"
"SHARE-461","51493","1835","2025-06-01 05:18:59"
"SHARE-462","51503","1415","2024-12-25 22:37:21"
"SHARE-463","51503","1342","2024-12-26 22:37:21"
"SHARE-464","51508","1915","2024-03-23 09:35:43"
"SHARE-465","51508","1998","2024-03-26 09:35:43"
"SHARE-466","51508","2302","2024-03-24 09:35:43"
"SHARE-467","51508","2153","2024-03-26 09:35:43"
"SHARE-468","51508","2576","2024-03-23 09:35:43"
"SHARE-469","51510","2146","2025-05-10 00:18:14"
"SHARE-470","51511","2341","2025-10-14 23:19:36"
"SHARE-471","51511","2118","2025-10-12 23:19:36"
"SHARE-472","51511","2594","2025-10-14 23:19:36"
"SHARE-473","51519","2751","2024-03-31 11:37:15"
"SHARE-474","51519","1204","2024-04-01 11:37:15"
"SHARE-475","51519","2282","2024-03-31 11:37:15"
"SHARE-476","51519","2076","2024-03-29 11:37:15"
"SHARE-477","51522","2085","2025-04-10 19:31:04"
"SHARE-478","51522","2758","2025-04-12 19:31:04"
"SHARE-479","51534","1836","2025-06-14 15:11:31"
"SHARE-480","51534","2197","2025-06-14 15:11:31"
"SHARE-481","51537","1137","2025-10-19 16:35:36"
"SHARE-482","51558","2484","2024-09-23 10:56:31"
"SHARE-483","51558","2533","2024-09-23 10:56:31"
"SHARE-484","51558","2955","2024-09-23 10:56:31"
"SHARE-485","51558","1762","2024-09-23 10:56:31"
"SHARE-486","51558","2743","2024-09-25 10:56:31"
"SHARE-487","51561","1323","2025-04-28 08:19:16"
"SHARE-488","51561","2425","2025-05-01 08:19:16"
"SHARE-489","51561","1383","2025-05-01 08:19:16"
"SHARE-490","51563","1443","2024-02-14 04:11:56"
"SHARE-491","51569","1681","2025-10-14 03:00:36"
"SHARE-492","51569","2399","2025-10-11 03:00:36"
"SHARE-493","51569","1568","2025-10-10 03:00:36"
"SHARE-494","51576","1984","2024-07-17 07:46:23"
"SHARE-495","51580","2629","2025-05-31 17:27:00"
"SHARE-496","51582","1809","2024-04-28 00:27:46"
"SHARE-497","51593","2041","2025-07-29 11:21:38"
"SHARE-498","51593","2956","2025-07-28 11:21:38"
